POST_ID,POST_TEXT,SHARED_POST_TEXT,DATE_PUBLISHED,IS_ATTENDING,post_date,text,label,predicted
6986018509906456577,"We’re proud to announce that America’s award-winning creative and performance agency Union has joined our Valtech family. 

As a creative and performance marketing agency, Union develops omnichannel campaigns and unleashes creativity in a data-driven world. Its goal is to help brands produce memorable, measurable and repeatable results.

Following the acquisition of creative agency RADON in 2021 and Headways Media in 2020, Valtech demonstrates its dedication to ensuring creativity and data-driven insight can work hand in hand to deliver meaningful results for customers across all industries.

Read more in our press release: https://lnkd.in/eQ_4gyZn
#acquisition #news #welcome #valtech #newcolleagues #success #digital #transformation #creativity #data",,2022-10-12T17:43:26.692Z,no,2022-10-12,"post date: 2022-10-12 We’re proud to announce that America’s award-winning creative and performance agency Union has joined our Valtech family. 

As a creative and performance marketing agency, Union develops omnichannel campaigns and unleashes creativity in a data-driven world. Its goal is to help brands produce memorable, measurable and repeatable results.

Following the acquisition of creative agency RADON in 2021 and Headways Media in 2020, Valtech demonstrates its dedication to ensuring creativity and data-driven insight can work hand in hand to deliver meaningful results for customers across all industries.

Read more in our press release: https://lnkd.in/eQ_4gyZn
#acquisition #news #welcome #valtech #newcolleagues #success #digital #transformation #creativity #data",0,no
7139726076032806912,"Enjoyed visiting Max Troyer at Sechler's in St. Joe, Indiana last week. Sechler's is a great company making unique pickled products. They focus on quality, and they only use real sugar in their sweetened pickles. Sechler's sponsors the famous St. Joe Pickle Festival. Thank you Max! ",,2023-12-10T21:22:26.197Z,no,2023-12-10,"post date: 2023-12-10 Enjoyed visiting Max Troyer at Sechler's in St. Joe, Indiana last week. Sechler's is a great company making unique pickled products. They focus on quality, and they only use real sugar in their sweetened pickles. Sechler's sponsors the famous St. Joe Pickle Festival. Thank you Max! ",0,no
7042220197381861376,"ASSESSING THE MATURITY LEVEL OF AN ORGANIZATION’S DIGITAL TRANSFORMATION JOURNEY WHEN HIRING THE RIGHT EXECUTIVE
Organizations will benefit greatly from knowing the maturity level of their digital transformation at the time of hiring any top-level executive; the success of digital transformation initiatives often depends on the leadership of the organization. A high level of digital transformation maturity implies that the organization has already embarked on the digital transformation journey and has made significant progress in implementing digital technologies and processes to improve its operations, enhance customer experience, and stay competitive.
By hiring a top-level executive with experience and expertise in driving digital transformation in highly mature organizations, the organization can leverage their knowledge, skills, and best practices to accelerate its own digital transformation journey. Such executives can help the organization further develop and execute a clear digital strategy, identify and prioritize digital initiatives, build a culture of innovation, and drive organizational change.
On the other hand, if an organization is at a lower level of digital transformation maturity, it may need an executive who has experience in driving digital transformation from the ground up, and who can help build the foundation for digital transformation by establishing the necessary infrastructure, processes,
and culture. 
At CONSULTREE we have developed the DTI – Digital Transformation Index assessment to help organizations quickly learn the maturity level before engaging in an executive search process.  The 15-minute assessment is applied to both: the Executive Team pre-search and to the short-listed candidates pre-hire.
In summary, assessing the maturity level of a company's digital transformation is essential for hiring the right executive. It helps to identify gaps, set realistic expectations, plan strategically, mitigate risks, and ensure a positive ROI. Without this assessment, a company may hire the wrong executive who is ill-equipped to support or lead the digital transformation efforts. Moreover, the DTI assessment helps ensure that the organization hires an executive with the right skills, experience, and mindset to help drive the organization's digital transformation journey successfully.
For more information about CONSULTREE’s Digital Transformation Index assessment, please write to us at: consulting@consultree.com
#executivesearch #consulting #innovation #team #success #experience #culture #digitaltransformation #customerexperience #mindset #strategy #leadership #hiring #digital #timetotransform #aptmethod #consultreedigital #digitaltransformationindex #globalexecutivesearch",,2023-03-16T19:48:53.163Z,no,2023-03-16,"post date: 2023-03-16 ASSESSING THE MATURITY LEVEL OF AN ORGANIZATION’S DIGITAL TRANSFORMATION JOURNEY WHEN HIRING THE RIGHT EXECUTIVE
Organizations will benefit greatly from knowing the maturity level of their digital transformation at the time of hiring any top-level executive; the success of digital transformation initiatives often depends on the leadership of the organization. A high level of digital transformation maturity implies that the organization has already embarked on the digital transformation journey and has made significant progress in implementing digital technologies and processes to improve its operations, enhance customer experience, and stay competitive.
By hiring a top-level executive with experience and expertise in driving digital transformation in highly mature organizations, the organization can leverage their knowledge, skills, and best practices to accelerate its own digital transformation journey. Such executives can help the organization further develop and execute a clear digital strategy, identify and prioritize digital initiatives, build a culture of innovation, and drive organizational change.
On the other hand, if an organization is at a lower level of digital transformation maturity, it may need an executive who has experience in driving digital transformation from the ground up, and who can help build the foundation for digital transformation by establishing the necessary infrastructure, processes,
and culture. 
At CONSULTREE we have developed the DTI – Digital Transformation Index assessment to help organizations quickly learn the maturity level before engaging in an executive search process.  The 15-minute assessment is applied to both: the Executive Team pre-search and to the short-listed candidates pre-hire.
In summary, assessing the maturity level of a company's digital transformation is essential for hiring the right executive. It helps to identify gaps, set realistic expectations, plan strategically, mitigate risks, and ensure a positive ROI. Without this assessment, a company may hire the wrong executive who is ill-equipped to support or lead the digital transformation efforts. Moreover, the DTI assessment helps ensure that the organization hires an executive with the right skills, experience, and mindset to help drive the organization's digital transformation journey successfully.
For more information about CONSULTREE’s Digital Transformation Index assessment, please write to us at: consulting@consultree.com
#executivesearch #consulting #innovation #team #success #experience #culture #digitaltransformation #customerexperience #mindset #strategy #leadership #hiring #digital #timetotransform #aptmethod #consultreedigital #digitaltransformationindex #globalexecutivesearch",0,no
7110291147603783680,"What a great first day at DMEXCO meeting customers, partners and those looking to leverage their 1st party data to drive better business outcomes. If you’re interested in learning more - message me or meet us at our booth…details 👇🏻","At #dmexco2023 this week? Connect with mParticle team members Rob M., Paula Keogh, and Hai-Shen Y. in Hall 6.1 within the networking space to discuss all things customer data strategy! Hope to see you there 👋",2023-09-20T15:58:32.388Z,no,2023-09-20,"post date: 2023-09-20 What a great first day at DMEXCO meeting customers, partners and those looking to leverage their 1st party data to drive better business outcomes. If you’re interested in learning more - message me or meet us at our booth…details 👇🏻 At #dmexco2023 this week? Connect with mParticle team members Rob M., Paula Keogh, and Hai-Shen Y. in Hall 6.1 within the networking space to discuss all things customer data strategy! Hope to see you there 👋",0,yes
7242440293340327936,"Hi #DMEXCO2024,

Our Masterclass about the biggest dilemma in adtech „Rent vs Build vs Buy” starts soon in MC 7B! 

Make sure to not miss it 🤩

#dmexco #adtech #martech #digitaladvertising",,2024-09-19T07:52:03.925Z,yes,2024-09-19,"post date: 2024-09-19 Hi #DMEXCO2024,

Our Masterclass about the biggest dilemma in adtech „Rent vs Build vs Buy” starts soon in MC 7B! 

Make sure to not miss it 🤩

#dmexco #adtech #martech #digitaladvertising",1,no
7034585880811962368,Want to discuss all things identity and cookie-loss related? meet the #Roqad team at #rampup  next week!,"It's nearly time - are you one of the 40+ meetings our team has lined up?? Don't feel the FOMO - meet our team...

#rampup23 #programmaticadvertising #identityresolution
Roqad will see you in San Fran soon!

https://lnkd.in/eS2ti8nZ
Yoshuan Feeney-Pastrana
Kevin Mullen
Ollie James
Carsten Frien",2023-02-23T18:12:50.256Z,no,2023-02-23,"post date: 2023-02-23 Want to discuss all things identity and cookie-loss related? meet the #Roqad team at #rampup  next week! It's nearly time - are you one of the 40+ meetings our team has lined up?? Don't feel the FOMO - meet our team...

#rampup23 #programmaticadvertising #identityresolution
Roqad will see you in San Fran soon!

https://lnkd.in/eS2ti8nZ
Yoshuan Feeney-Pastrana
Kevin Mullen
Ollie James
Carsten Frien",0,no
7236404169664794626,"The countdown to DMEXCO 2024 is officially on, and I'm happy to be part of this incredible digital marketing & tech event! 😊 

From cutting-edge innovations to the latest trends shaping the industry, DMEXCO - Digital Marketing Expo & Conference is where the future of digital business comes to life. Whether you're looking to discover the next big thing, network with industry leaders, or soak in the vibrant atmosphere, this is the place to be.

💡 Why visit Adform?
Discover why success will depend on a multi-ID strategy and how you can thrive in a cookieless world, including achieving identity resolution for Connected TV. And that's not all - learn how we're actively working to create a sustainable media supply chain.

💬 Let’s connect!
I am happy to meet anyone who would like to meet in person. Write to me here on LinkedIn, by email, or call me and we'll find a date together. There will also be our legendary Currywurst & Kölsch event on 18 September from 5 pm. Come and join us! 

📅 Dates: September 18-19, 2024
📍 Location: Koelnmesse, Cologne // Hall 6 | Booth C041

I am looking forward to seeing you there!

#adform #changethegame #dmexco2024 #DigitalMarketing #networking #innovation #tech #event",,2024-09-02T16:06:39.908Z,yes,2024-09-02,"post date: 2024-09-02 The countdown to DMEXCO 2024 is officially on, and I'm happy to be part of this incredible digital marketing & tech event! 😊 

From cutting-edge innovations to the latest trends shaping the industry, DMEXCO - Digital Marketing Expo & Conference is where the future of digital business comes to life. Whether you're looking to discover the next big thing, network with industry leaders, or soak in the vibrant atmosphere, this is the place to be.

💡 Why visit Adform?
Discover why success will depend on a multi-ID strategy and how you can thrive in a cookieless world, including achieving identity resolution for Connected TV. And that's not all - learn how we're actively working to create a sustainable media supply chain.

💬 Let’s connect!
I am happy to meet anyone who would like to meet in person. Write to me here on LinkedIn, by email, or call me and we'll find a date together. There will also be our legendary Currywurst & Kölsch event on 18 September from 5 pm. Come and join us! 

📅 Dates: September 18-19, 2024
📍 Location: Koelnmesse, Cologne // Hall 6 | Booth C041

I am looking forward to seeing you there!

#adform #changethegame #dmexco2024 #DigitalMarketing #networking #innovation #tech #event",1,yes
6971439133256781825,"Who else is going to DMEXCO - Digital Marketing Expo & Conference? It's my first business trip with 📌Pinterest and I am so excited to be part of it! 

Top 2 things on my agenda: 1) Tuning in to Visha Kudhail sharing insights on recession-proofing your business 🔮 2) Learning how to screen print 🌈

Come find us at the Pinterest booth (Hall 7) 👋  
Full line up below 👇

#dmexco22 #PinterestDMEXCO #pinterestmarketing","DMEXCO - Digital Marketing Expo & Conference is back in real life in Cologne, September 21-22, and Pinterest will be there! Brimming with insights, tips, a masterclass and much more. Check out our lineup👇 https://lnkd.in/g6F-BCeE
#dmexco22 #PinterestDMEXCO #pinterestmarketing",2022-09-02T12:10:12.428Z,no,2022-09-02,"post date: 2022-09-02 Who else is going to DMEXCO - Digital Marketing Expo & Conference? It's my first business trip with 📌Pinterest and I am so excited to be part of it! 

Top 2 things on my agenda: 1) Tuning in to Visha Kudhail sharing insights on recession-proofing your business 🔮 2) Learning how to screen print 🌈

Come find us at the Pinterest booth (Hall 7) 👋  
Full line up below 👇

#dmexco22 #PinterestDMEXCO #pinterestmarketing DMEXCO - Digital Marketing Expo & Conference is back in real life in Cologne, September 21-22, and Pinterest will be there! Brimming with insights, tips, a masterclass and much more. Check out our lineup👇 https://lnkd.in/g6F-BCeE
#dmexco22 #PinterestDMEXCO #pinterestmarketing",0,no
7160640831203201025,"CrowdPass helps to register, print, and seamlessly integrate attendee credentials into events of all types and sizes. Watch how we helped VTEX Connect during #nrf2024 alongside EMRG Media",,2024-02-06T14:30:12.418Z,no,2024-02-06,"post date: 2024-02-06 CrowdPass helps to register, print, and seamlessly integrate attendee credentials into events of all types and sizes. Watch how we helped VTEX Connect during #nrf2024 alongside EMRG Media",0,no
7175940079515791362,"Exciting news for all brand marketers out there! The lineup at POSSIBLE is full of groundbreaking leaders disrupting the world of marketing today. Last year's event garnered rave reviews from the advertising, marketing, and media community. With senior leaders in attendance, POSSIBLE offers targeted, impactful events that complement the wide-ranging value of an integrated experience like #SXSW. Plus, if you're a brand marketer considering attending, there's an offer for a complimentary premium ticket and a travel reimbursement. Don't miss this opportunity to learn from the best in the industry. Register now at https://possibleevent.com/ and hit me up if you're going! ",,2024-03-19T19:43:57.454Z,no,2024-03-19,"post date: 2024-03-19 Exciting news for all brand marketers out there! The lineup at POSSIBLE is full of groundbreaking leaders disrupting the world of marketing today. Last year's event garnered rave reviews from the advertising, marketing, and media community. With senior leaders in attendance, POSSIBLE offers targeted, impactful events that complement the wide-ranging value of an integrated experience like #SXSW. Plus, if you're a brand marketer considering attending, there's an offer for a complimentary premium ticket and a travel reimbursement. Don't miss this opportunity to learn from the best in the industry. Register now at https://possibleevent.com/ and hit me up if you're going! ",0,no
6979745975078637568,"DMEXCO 22 in Cologne, Germany 🇩🇪 .. Largest Digital Marketing Event in Europe ❤️
..
..
..
Programmatic Advertisement and Paid Social is ❤️ 
..
..
..
Had Great Sessions on Web 3, MR, Ad-Tech, Mar-Tech, SMM, SEM, Creatives and Programmatic. 
..
..
..
DMEXCO - Digital Marketing Expo & Conference  
..
..
..
#DMEXCO22 #DMEXCO #DigitalMarketing #Cologne #NRW #Germany #Programmatic #SEM #PaidSocial #dmexcoköln #Koln #colognegermany #SEA #digitalmarketingstrategy #digitalmarketingexpert #digitalmarketingstrategist",,2022-09-25T10:18:37.846Z,no,2022-09-25,"post date: 2022-09-25 DMEXCO 22 in Cologne, Germany 🇩🇪 .. Largest Digital Marketing Event in Europe ❤️
..
..
..
Programmatic Advertisement and Paid Social is ❤️ 
..
..
..
Had Great Sessions on Web 3, MR, Ad-Tech, Mar-Tech, SMM, SEM, Creatives and Programmatic. 
..
..
..
DMEXCO - Digital Marketing Expo & Conference  
..
..
..
#DMEXCO22 #DMEXCO #DigitalMarketing #Cologne #NRW #Germany #Programmatic #SEM #PaidSocial #dmexcoköln #Koln #colognegermany #SEA #digitalmarketingstrategy #digitalmarketingexpert #digitalmarketingstrategist",0,yes
7251942056015597569,"It was great to be back with customers and partners yesterday at our Experience Makers Forum in Amsterdam. Standing room only as our leader Carl Maas and our amazing host Rae Janssen talked about the importance of personalised experiences at scale leveraging AI in a safe and responsible way. Even better was to hear from our customers on the impact they are realising in their businesses. Thank you Michael Kimmijser Paul Van Keeken, Anouk Groenenberg, Gautier Harmel, Garth Bradley, Jérôme Brussee, Waldo Smeets  for a wonderful event. Great to connect again Mehmet Olmez, Krista Levtcheva Eric de Wit, Marco Fredriksen, Kwint Van Dijck. Sarah Gunderson Frederick van Eijk German Ceberio Gnosspelius Esther Lucena Benoît Roumagère Michelle Thomas Jeremy Tippetts  🇺🇦",,2024-10-15T13:08:40.696Z,no,2024-10-15,"post date: 2024-10-15 It was great to be back with customers and partners yesterday at our Experience Makers Forum in Amsterdam. Standing room only as our leader Carl Maas and our amazing host Rae Janssen talked about the importance of personalised experiences at scale leveraging AI in a safe and responsible way. Even better was to hear from our customers on the impact they are realising in their businesses. Thank you Michael Kimmijser Paul Van Keeken, Anouk Groenenberg, Gautier Harmel, Garth Bradley, Jérôme Brussee, Waldo Smeets  for a wonderful event. Great to connect again Mehmet Olmez, Krista Levtcheva Eric de Wit, Marco Fredriksen, Kwint Van Dijck. Sarah Gunderson Frederick van Eijk German Ceberio Gnosspelius Esther Lucena Benoît Roumagère Michelle Thomas Jeremy Tippetts  🇺🇦",0,no
7080379936984727552,"Check out this article in AdAge featuring an interview with Amazon Web Services (AWS)’s Jon Williams that talks about what #AI means for data clean rooms in a post-cookie, privacy-first world",,2023-06-30T03:02:04.051Z,no,2023-06-30,"post date: 2023-06-30 Check out this article in AdAge featuring an interview with Amazon Web Services (AWS)’s Jon Williams that talks about what #AI means for data clean rooms in a post-cookie, privacy-first world",0,no
7231595062709698560,"A month till DMEXCO 🎉 

We are hyped to meet up with friends, partners, colleagues and new people!) 

✨ Agencies, advertisers are most welcome at our Stand in Hall 6, Booth B033. 

DM me for meeting arrangements or Skype: live:.cid.ec603205dab63d89
#dmexco2024 #digitalmarketing #programmaticadvertising #dmexco","🔍 Only 34 days until DMEXCO - Digital Marketing Expo & Conference 2024!  

Meet our team of experts at Hall 6, booth B033 to learn how we’re driving innovation in digital marketing and advertising. Excited to connect with industry leaders and visionaries! 🌟 

👉Save the meeting spot, and we’ll see you at DMEXCO 2024! 

https://lnkd.in/eNcp4D9F
#DMEXCO2024  #Networking #AdTech #Programmatic #MarketingInnovation",2024-08-20T09:36:59.459Z,yes,2024-08-20,"post date: 2024-08-20 A month till DMEXCO 🎉 

We are hyped to meet up with friends, partners, colleagues and new people!) 

✨ Agencies, advertisers are most welcome at our Stand in Hall 6, Booth B033. 

DM me for meeting arrangements or Skype: live:.cid.ec603205dab63d89
#dmexco2024 #digitalmarketing #programmaticadvertising #dmexco 🔍 Only 34 days until DMEXCO - Digital Marketing Expo & Conference 2024!  

Meet our team of experts at Hall 6, booth B033 to learn how we’re driving innovation in digital marketing and advertising. Excited to connect with industry leaders and visionaries! 🌟 

👉Save the meeting spot, and we’ll see you at DMEXCO 2024! 

https://lnkd.in/eNcp4D9F
#DMEXCO2024  #Networking #AdTech #Programmatic #MarketingInnovation",1,yes
7107736929974001665,"One more week for DMEXCO! Looking forward to re-connecting with old friends and meeting new ones along with Emma Raz. 

If you’re interested in privacy-first identity solutions - without using any IDs, book a time using the link in the comments. 

See you in Cologne 🙌

#dmexco2023 #privacybydesign #identity NumberEight",,2023-09-13T14:48:59.457Z,no,2023-09-13,"post date: 2023-09-13 One more week for DMEXCO! Looking forward to re-connecting with old friends and meeting new ones along with Emma Raz. 

If you’re interested in privacy-first identity solutions - without using any IDs, book a time using the link in the comments. 

See you in Cologne 🙌

#dmexco2023 #privacybydesign #identity NumberEight",0,no
7244299969258491904,"Ich war auf der DMEXCO - Digital Marketing Expo & Conference – und ganz viele meiner Kontakte auch! (ﾉ• ◡ • )ﾉ 

Erfahre ich dieser Tage durch deren Ich-freu-ich-auf-die-DMEXCO-Posts oder auch, weil sie nun meinen Ich-freu-mich-auf-die-DMEXCO-Post lesen. 

1 x Vote für eine Urgent-Funktion für zeitkritische Posts. Würde mit Sicherheit niemand missbrauchen. 

So, und wo ich nun (hoffentlich) eure Aufmerksamkeit habe – nochmal in aller Öffentlichkeit: s/o und THX awork! 🙌 Hat mega Spaß gemacht mit euch. Tobias Hagenau, beim nächsten Mal dann auch ein gemeinsames Pic, wobei das von Julia Glöckner geschossene Bild von Hannah Meier und mir schwer zu toppen sein wird. 📸",,2024-09-24T11:01:45.230Z,yes,2024-09-24,"post date: 2024-09-24 Ich war auf der DMEXCO - Digital Marketing Expo & Conference – und ganz viele meiner Kontakte auch! (ﾉ• ◡ • )ﾉ 

Erfahre ich dieser Tage durch deren Ich-freu-ich-auf-die-DMEXCO-Posts oder auch, weil sie nun meinen Ich-freu-mich-auf-die-DMEXCO-Post lesen. 

1 x Vote für eine Urgent-Funktion für zeitkritische Posts. Würde mit Sicherheit niemand missbrauchen. 

So, und wo ich nun (hoffentlich) eure Aufmerksamkeit habe – nochmal in aller Öffentlichkeit: s/o und THX awork! 🙌 Hat mega Spaß gemacht mit euch. Tobias Hagenau, beim nächsten Mal dann auch ein gemeinsames Pic, wobei das von Julia Glöckner geschossene Bild von Hannah Meier und mir schwer zu toppen sein wird. 📸",1,yes
